State,LandCategory,Region,Region or State,Year,Acre Value
Indiana,Cropland,Corn Belt,State,2013,6590
Iowa,Cropland,Corn Belt,State,2013,8000
Missouri,Cropland,Corn Belt,State,2013,3500
Ohio,Cropland,Corn Belt,State,2013,5190
Northern Plains,Cropland,Northern Plains,Region,2013,2720
Kansas,Cropland,Northern Plains,State,2013,1930
Nebraska,Cropland,Northern Plains,State,2013,4860
North Dakota,Cropland,Northern Plains,State,2013,1750
South Dakota,Cropland,Northern Plains,State,2013,2840
Appalachian,Cropland,Appalachian,Region,2013,3690
Kentucky,Cropland,Appalachian,State,2013,3430
North Carolina,Cropland,Appalachian,State,2013,4050
Tennessee,Cropland,Appalachian,State,2013,3340
Virginia,Cropland,Appalachian,State,2013,4450
West Virginia,Cropland,Appalachian,State,2013,3200
Southeast,Cropland,Southeast,Region,2013,3690
Alabama,Cropland,Southeast,State,2013,2750
Florida,Cropland,Southeast,State,2013,6450
Georgia,Cropland,Southeast,State,2013,3080
South Carolina,Cropland,Southeast,State,2013,2440
Delta,Cropland,Delta States,Region,2013,2380
Arkansas,Cropland,Delta States,State,2013,2380
Louisiana,Cropland,Delta States,State,2013,2260
Mississippi,Cropland,Delta States,State,2013,2470
Southern Plains,Cropland,Southern Plains,Region,2013,1480
Oklahoma,Cropland,Southern Plains,State,2013,1390
Texas,Cropland,Southern Plains,State,2013,1520
Mountain,Cropland,Mountain,Region,2013,1780
Arizona,Cropland,Mountain,State,2013,8290
Colorado,Cropland,Mountain,State,2013,1770
Idaho,Cropland,Mountain,State,2013,2850
Montana,Cropland,Mountain,State,2013,890
Nevada,Cropland,Mountain,State,2013,NA
New Mexico,Cropland,Mountain,State,2013,1450
Utah,Cropland,Mountain,State,2013,3230
Wyoming,Cropland,Mountain,State,2013,1360
Pacific,Cropland,Pacific,Region,2013,5690
California,Cropland,Pacific,State,2013,9860
Oregon,Cropland,Pacific,State,2013,2400
Washington,Cropland,Pacific,State,2013,2420
United States,Cropland,Continental U.S.,Region,2013,3810
Northeast,Cropland,Northeast,Region,2014,5260
Delaware,Cropland,Northeast,State,2014,7880
Maryland,Cropland,Northeast,State,2014,6470
New Jersey,Cropland,Northeast,State,2014,13000
New York,Cropland,Northeast,State,2014,2530
Pennsylvania,Cropland,Northeast,State,2014,5840
Other States,Cropland,Northeast,State,2014,7020
Lake,Cropland,Lake States,Region,2014,4670
Michigan,Cropland,Lake States,State,2014,4500
Minnesota,Cropland,Lake States,State,2014,4870
Wisconsin,Cropland,Lake States,State,2014,4350
Corn Belt,Cropland,Corn Belt,Region,2014,7000
Illinois,Cropland,Corn Belt,State,2014,7700
Indiana,Cropland,Corn Belt,State,2014,7050
Iowa,Cropland,Corn Belt,State,2014,8750
Missouri,Cropland,Corn Belt,State,2014,3810
Ohio,Cropland,Corn Belt,State,2014,5650
Northern Plains,Cropland,Northern Plains,Region,2014,3090
Kansas,Cropland,Northern Plains,State,2014,2260
Nebraska,Cropland,Northern Plains,State,2014,5180
North Dakota,Cropland,Northern Plains,State,2014,2050
South Dakota,Cropland,Northern Plains,State,2014,3430
Appalachian,Cropland,Appalachian,Region,2014,3780
Kentucky,Cropland,Appalachian,State,2014,3550
North Carolina,Cropland,Appalachian,State,2014,4200
Tennessee,Cropland,Appalachian,State,2014,3400
Virginia,Cropland,Appalachian,State,2014,4460
West Virginia,Cropland,Appalachian,State,2014,3210
Southeast,Cropland,Southeast,Region,2014,3730
Alabama,Cropland,Southeast,State,2014,2850
Florida,Cropland,Southeast,State,2014,6500
Georgia,Cropland,Southeast,State,2014,3080
South Carolina,Cropland,Southeast,State,2014,2460
Delta,Cropland,Delta States,Region,2014,2510
Arkansas,Cropland,Delta States,State,2014,2540
Louisiana,Cropland,Delta States,State,2014,2380
Mississippi,Cropland,Delta States,State,2014,2570
Southern Plains,Cropland,Southern Plains,Region,2014,1630
Oklahoma,Cropland,Southern Plains,State,2014,1500
Texas,Cropland,Southern Plains,State,2014,1680
Mountain,Cropland,Mountain,Region,2014,1690
Arizona,Cropland,Mountain,State,2014,8320
Colorado,Cropland,Mountain,State,2014,1840
Idaho,Cropland,Mountain,State,2014,3040
Montana,Cropland,Mountain,State,2014,987
Nevada,Cropland,Mountain,State,2014,2670
New Mexico,Cropland,Mountain,State,2014,1450
Utah,Cropland,Mountain,State,2014,3260
Wyoming,Cropland,Mountain,State,2014,1370
Pacific,Cropland,Pacific,Region,2014,5860
California,Cropland,Pacific,State,2014,10140
Oregon,Cropland,Pacific,State,2014,2500
Washington,Cropland,Pacific,State,2014,2560
United States,Cropland,Continental U.S.,Region,2014,4100
Northeast,Cropland,Northeast,Region,2015,5330
Delaware,Cropland,Northeast,State,2015,7950
Maryland,Cropland,Northeast,State,2015,6470
New Jersey,Cropland,Northeast,State,2015,13500
New York,Cropland,Northeast,State,2015,2600
Pennsylvania,Cropland,Northeast,State,2015,5900
Other States,Cropland,Northeast,State,2015,7090
Lake,Cropland,Lake States,Region,2015,4730
Michigan,Cropland,Lake States,State,2015,4550
Minnesota,Cropland,Lake States,State,2015,4800
Wisconsin,Cropland,Lake States,State,2015,4700
Corn Belt,Cropland,Corn Belt,Region,2015,6840
Illinois,Cropland,Corn Belt,State,2015,7650
Indiana,Cropland,Corn Belt,State,2015,7000
Iowa,Cropland,Corn Belt,State,2015,8200
Missouri,Cropland,Corn Belt,State,2015,3810
Ohio,Cropland,Corn Belt,State,2015,5850
Northern Plains,Cropland,Northern Plains,Region,2015,3130
Kansas,Cropland,Northern Plains,State,2015,2210
Nebraska,Cropland,Northern Plains,State,2015,5070
North Dakota,Cropland,Northern Plains,State,2015,2140
South Dakota,Cropland,Northern Plains,State,2015,3730
Appalachian,Cropland,Appalachian,Region,2015,3830
Kentucky,Cropland,Appalachian,State,2015,3720
North Carolina,Cropland,Appalachian,State,2015,4100
Tennessee,Cropland,Appalachian,State,2015,3470
Virginia,Cropland,Appalachian,State,2015,4440
West Virginia,Cropland,Appalachian,State,2015,3250
Southeast,Cropland,Southeast,Region,2015,3770
Alabama,Cropland,Southeast,State,2015,2850
Florida,Cropland,Southeast,State,2015,6560
Georgia,Cropland,Southeast,State,2015,3160
South Carolina,Cropland,Southeast,State,2015,2460
Delta,Cropland,Delta States,Region,2015,2600
Arkansas,Cropland,Delta States,State,2015,2630
Louisiana,Cropland,Delta States,State,2015,2500
Mississippi,Cropland,Delta States,State,2015,2620
Southern Plains,Cropland,Southern Plains,Region,2015,1770
Oklahoma,Cropland,Southern Plains,State,2015,1590
Texas,Cropland,Southern Plains,State,2015,1840
Mountain,Cropland,Mountain,Region,2015,1740
Arizona,Cropland,Mountain,State,2015,8320
Colorado,Cropland,Mountain,State,2015,1910
Idaho,Cropland,Mountain,State,2015,3200
Montana,Cropland,Mountain,State,2015,997
Nevada,Cropland,Mountain,State,2015,2670
New Mexico,Cropland,Mountain,State,2015,1440
Utah,Cropland,Mountain,State,2015,3300
Wyoming,Cropland,Mountain,State,2015,1370
Pacific,Cropland,Pacific,Region,2015,6160
California,Cropland,Pacific,State,2015,10690
Oregon,Cropland,Pacific,State,2015,2600
Washington,Cropland,Pacific,State,2015,2630
United States,Cropland,Continental U.S.,Region,2015,4130
Northeast,Cropland,Northeast,Region,2016,5390
Delaware,Cropland,Northeast,State,2016,8200
Maryland,Cropland,Northeast,State,2016,6530
New Jersey,Cropland,Northeast,State,2016,13000
New York,Cropland,Northeast,State,2016,2580
Pennsylvania,Cropland,Northeast,State,2016,6100
Other States,Cropland,Northeast,State,2016,7090
Lake,Cropland,Lake States,Region,2016,4740
Michigan,Cropland,Lake States,State,2016,4500
Minnesota,Cropland,Lake States,State,2016,4750
Wisconsin,Cropland,Lake States,State,2016,4900
Corn Belt,Cropland,Corn Belt,Region,2016,6710
Illinois,Cropland,Corn Belt,State,2016,7450
Indiana,Cropland,Corn Belt,State,2016,7000
Iowa,Cropland,Corn Belt,State,2016,8000
Missouri,Cropland,Corn Belt,State,2016,3770
Ohio,Cropland,Corn Belt,State,2016,5800
Northern Plains,Cropland,Northern Plains,Region,2016,2960
Kansas,Cropland,Northern Plains,State,2016,2050
Nebraska,Cropland,Northern Plains,State,2016,4850
North Dakota,Cropland,Northern Plains,State,2016,2000
South Dakota,Cropland,Northern Plains,State,2016,3520
Appalachian,Cropland,Appalachian,Region,2016,3840
Kentucky,Cropland,Appalachian,State,2016,3770
North Carolina,Cropland,Appalachian,State,2016,3970
Tennessee,Cropland,Appalachian,State,2016,3600
Virginia,Cropland,Appalachian,State,2016,4430
West Virginia,Cropland,Appalachian,State,2016,3160
Southeast,Cropland,Southeast,Region,2016,3920
Alabama,Cropland,Southeast,State,2016,2950
Florida,Cropland,Southeast,State,2016,6730
Georgia,Cropland,Southeast,State,2016,3410
South Carolina,Cropland,Southeast,State,2016,2460
Delta,Cropland,Delta States,Region,2016,2680
Arkansas,Cropland,Delta States,State,2016,2710
Louisiana,Cropland,Delta States,State,2016,2620
Mississippi,Cropland,Delta States,State,2016,2680
Southern Plains,Cropland,Southern Plains,Region,2016,1820
Oklahoma,Cropland,Southern Plains,State,2016,1640
Texas,Cropland,Southern Plains,State,2016,1890
Mountain,Cropland,Mountain,Region,2016,1760
Arizona,Cropland,Mountain,State,2016,8300
Colorado,Cropland,Mountain,State,2016,1910
Idaho,Cropland,Mountain,State,2016,3300
Montana,Cropland,Mountain,State,2016,1010
Nevada,Cropland,Mountain,State,2016,NA
New Mexico,Cropland,Mountain,State,2016,1450
Utah,Cropland,Mountain,State,2016,3340
Wyoming,Cropland,Mountain,State,2016,1370
Pacific,Cropland,Pacific,Region,2016,6330
California,Cropland,Pacific,State,2016,10910
Oregon,Cropland,Pacific,State,2016,2730
Washington,Cropland,Pacific,State,2016,2760
United States,Cropland,Continental U.S.,Region,2016,4090
Northeast,Cropland,Northeast,Region,2017,5350
Delaware,Cropland,Northeast,State,2017,8100
Maryland,Cropland,Northeast,State,2017,6530
New Jersey,Cropland,Northeast,State,2017,13000
New York,Cropland,Northeast,State,2017,2580
Pennsylvania,Cropland,Northeast,State,2017,6000
Other States,Cropland,Northeast,State,2017,7200
Lake,Cropland,Lake States,Region,2017,4830
Michigan,Cropland,Lake States,State,2017,4450
Minnesota,Cropland,Lake States,State,2017,4800
Wisconsin,Cropland,Lake States,State,2017,5200
Corn Belt,Cropland,Corn Belt,Region,2017,6670
Illinois,Cropland,Corn Belt,State,2017,7350
Indiana,Cropland,Corn Belt,State,2017,6700
Iowa,Cropland,Corn Belt,State,2017,8100
Missouri,Cropland,Corn Belt,State,2017,3820
Ohio,Cropland,Corn Belt,State,2017,5780
Northern Plains,Cropland,Northern Plains,Region,2017,2830
Kansas,Cropland,Northern Plains,State,2017,1970
Nebraska,Cropland,Northern Plains,State,2017,4550
North Dakota,Cropland,Northern Plains,State,2017,2000
South Dakota,Cropland,Northern Plains,State,2017,3330
Appalachian,Cropland,Appalachian,Region,2017,3890
Kentucky,Cropland,Appalachian,State,2017,3850
North Carolina,Cropland,Appalachian,State,2017,3970
Tennessee,Cropland,Appalachian,State,2017,3640
Virginia,Cropland,Appalachian,State,2017,4480
West Virginia,Cropland,Appalachian,State,2017,3160
Southeast,Cropland,Southeast,Region,2017,3940
Alabama,Cropland,Southeast,State,2017,3000
Florida,Cropland,Southeast,State,2017,6750
Georgia,Cropland,Southeast,State,2017,3420
South Carolina,Cropland,Southeast,State,2017,2500
Delta,Cropland,Delta States,Region,2017,2760
Arkansas,Cropland,Delta States,State,2017,2790
Louisiana,Cropland,Delta States,State,2017,2740
Mississippi,Cropland,Delta States,State,2017,2720
Southern Plains,Cropland,Southern Plains,Region,2017,1930
Oklahoma,Cropland,Southern Plains,State,2017,1740
Texas,Cropland,Southern Plains,State,2017,2010
Mountain,Cropland,Mountain,Region,2017,1780
Arizona,Cropland,Mountain,State,2017,8400
Colorado,Cropland,Mountain,State,2017,1920
Idaho,Cropland,Mountain,State,2017,3400
Montana,Cropland,Mountain,State,2017,1020
Nevada,Cropland,Mountain,State,2017,NA
New Mexico,Cropland,Mountain,State,2017,1480
Utah,Cropland,Mountain,State,2017,3420
Wyoming,Cropland,Mountain,State,2017,1350
Pacific,Cropland,Pacific,Region,2017,6570
California,Cropland,Pacific,State,2017,11290
Oregon,Cropland,Pacific,State,2017,2860
Washington,Cropland,Pacific,State,2017,2890
United States,Cropland,Continental U.S.,Region,2017,4090
Northeast,Pasture,Northeast,Region,1997,1990
Maryland,Pasture,Northeast,State,1997,3300
New Jersey,Pasture,Northeast,State,1997,9100
New York,Pasture,Northeast,State,1997,515
Pennsylvania,Pasture,Northeast,State,1997,1630
Other States,Pasture,Northeast,State,1997,3910
Lake,Pasture,Lake States,Region,1997,486
Michigan,Pasture,Lake States,State,1997,800
Minnesota,Pasture,Lake States,State,1997,360
Wisconsin,Pasture,Lake States,State,1997,520
Corn Belt,Pasture,Corn Belt,Region,1997,756
Illinois,Pasture,Corn Belt,State,1997,870
Indiana,Pasture,Corn Belt,State,1997,1160
Iowa,Pasture,Corn Belt,State,1997,615
Missouri,Pasture,Corn Belt,State,1997,660
Ohio,Pasture,Corn Belt,State,1997,1280
Northern Plains,Pasture,Northern Plains,Region,1997,206
Kansas,Pasture,Northern Plains,State,1997,365
Nebraska,Pasture,Northern Plains,State,1997,200
North Dakota,Pasture,Northern Plains,State,1997,141
South Dakota,Pasture,Northern Plains,State,1997,155
Appalachian,Pasture,Appalachian,Region,1997,1510
Kentucky,Pasture,Appalachian,State,1997,1210
North Carolina,Pasture,Appalachian,State,1997,2020
Tennessee,Pasture,Appalachian,State,1997,1720
Virginia,Pasture,Appalachian,State,1997,1780
West Virginia,Pasture,Appalachian,State,1997,840
Southeast,Pasture,Southeast,Region,1997,1340
Alabama,Pasture,Southeast,State,1997,990
Florida,Pasture,Southeast,State,1997,1430
Georgia,Pasture,Southeast,State,1997,1650
South Carolina,Pasture,Southeast,State,1997,1220
Delta,Pasture,Delta States,Region,1997,955
Arkansas,Pasture,Delta States,State,1997,890
Louisiana,Pasture,Delta States,State,1997,1210
Mississippi,Pasture,Delta States,State,1997,860
Southern Plains,Pasture,Southern Plains,Region,1997,484
Oklahoma,Pasture,Southern Plains,State,1997,361
Texas,Pasture,Southern Plains,State,1997,510
Mountain,Pasture,Mountain,Region,1997,219
Arizona,Pasture,Mountain,State,1997,300
Colorado,Pasture,Mountain,State,1997,320
Idaho,Pasture,Mountain,State,1997,640
Montana,Pasture,Mountain,State,1997,190
Nevada,Pasture,Mountain,State,1997,220
New Mexico,Pasture,Mountain,State,1997,150
Utah,Pasture,Mountain,State,1997,395
Wyoming,Pasture,Mountain,State,1997,150
Pacific,Pasture,Pacific,Region,1997,754
California,Pasture,Pacific,State,1997,1100
Oregon,Pasture,Pacific,State,1997,400
Washington,Pasture,Pacific,State,1997,550
United States,Pasture,Continental U.S.,Region,1997,466
Northeast,Pasture,Northeast,Region,1998,2030
Maryland,Pasture,Northeast,State,1998,3350
New Jersey,Pasture,Northeast,State,1998,8800
New York,Pasture,Northeast,State,1998,530
Pennsylvania,Pasture,Northeast,State,1998,1740
Other States,Pasture,Northeast,State,1998,3900
Lake,Pasture,Lake States,Region,1998,520
Michigan,Pasture,Lake States,State,1998,890
Minnesota,Pasture,Lake States,State,1998,380
Wisconsin,Pasture,Lake States,State,1998,550
Corn Belt,Pasture,Corn Belt,Region,1998,813
Illinois,Pasture,Corn Belt,State,1998,940
Indiana,Pasture,Corn Belt,State,1998,1270
Iowa,Pasture,Corn Belt,State,1998,665
Missouri,Pasture,Corn Belt,State,1998,700
Ohio,Pasture,Corn Belt,State,1998,1410
Northern Plains,Pasture,Northern Plains,Region,1998,216
Kansas,Pasture,Northern Plains,State,1998,367
Nebraska,Pasture,Northern Plains,State,1998,210
North Dakota,Pasture,Northern Plains,State,1998,144
South Dakota,Pasture,Northern Plains,State,1998,173
Appalachian,Pasture,Appalachian,Region,1998,1600
Kentucky,Pasture,Appalachian,State,1998,1320
North Carolina,Pasture,Appalachian,State,1998,2100
Tennessee,Pasture,Appalachian,State,1998,1860
Virginia,Pasture,Appalachian,State,1998,1800
West Virginia,Pasture,Appalachian,State,1998,860
Southeast,Pasture,Southeast,Region,1998,1410
Alabama,Pasture,Southeast,State,1998,1100
Florida,Pasture,Southeast,State,1998,1450
Georgia,Pasture,Southeast,State,1998,1770
South Carolina,Pasture,Southeast,State,1998,1340
Delta,Pasture,Delta States,Region,1998,971
Arkansas,Pasture,Delta States,State,1998,910
Louisiana,Pasture,Delta States,State,1998,1200
Mississippi,Pasture,Delta States,State,1998,890
Southern Plains,Pasture,Southern Plains,Region,1998,523
Oklahoma,Pasture,Southern Plains,State,1998,395
Texas,Pasture,Southern Plains,State,1998,550
Mountain,Pasture,Mountain,Region,1998,231
Arizona,Pasture,Mountain,State,1998,320
Colorado,Pasture,Mountain,State,1998,335
Idaho,Pasture,Mountain,State,1998,700
Montana,Pasture,Mountain,State,1998,197
Nevada,Pasture,Mountain,State,1998,230
New Mexico,Pasture,Mountain,State,1998,160
Utah,Pasture,Mountain,State,1998,400
Wyoming,Pasture,Mountain,State,1998,160
Pacific,Pasture,Pacific,Region,1998,731
California,Pasture,Pacific,State,1998,1050
Oregon,Pasture,Pacific,State,1998,400
Washington,Pasture,Pacific,State,1998,550
United States,Pasture,Continental U.S.,Region,1998,489
Northeast,Pasture,Northeast,Region,1999,2060
Maryland,Pasture,Northeast,State,1999,3400
New Jersey,Pasture,Northeast,State,1999,8800
New York,Pasture,Northeast,State,1999,550
Pennsylvania,Pasture,Northeast,State,1999,1790
Other States,Pasture,Northeast,State,1999,3910
Lake,Pasture,Lake States,Region,1999,574
Michigan,Pasture,Lake States,State,1999,980
Minnesota,Pasture,Lake States,State,1999,400
Wisconsin,Pasture,Lake States,State,1999,630
Corn Belt,Pasture,Corn Belt,Region,1999,859
Illinois,Pasture,Corn Belt,State,1999,1000
Indiana,Pasture,Corn Belt,State,1999,1400
Iowa,Pasture,Corn Belt,State,1999,660
Missouri,Pasture,Corn Belt,State,1999,750
Ohio,Pasture,Corn Belt,State,1999,1480
Northern Plains,Pasture,Northern Plains,Region,1999,222
Kansas,Pasture,Northern Plains,State,1999,370
Nebraska,Pasture,Northern Plains,State,1999,220
North Dakota,Pasture,Northern Plains,State,1999,146
South Dakota,Pasture,Northern Plains,State,1999,180
Appalachian,Pasture,Appalachian,Region,1999,1700
Kentucky,Pasture,Appalachian,State,1999,1400
North Carolina,Pasture,Appalachian,State,1999,2270
Tennessee,Pasture,Appalachian,State,1999,2000
Virginia,Pasture,Appalachian,State,1999,1900
West Virginia,Pasture,Appalachian,State,1999,825
Southeast,Pasture,Southeast,Region,1999,1490
Alabama,Pasture,Southeast,State,1999,1170
Florida,Pasture,Southeast,State,1999,1500
Georgia,Pasture,Southeast,State,1999,1950
South Carolina,Pasture,Southeast,State,1999,1380
Delta,Pasture,Delta States,Region,1999,992
Arkansas,Pasture,Delta States,State,1999,960
Louisiana,Pasture,Delta States,State,1999,1160
Mississippi,Pasture,Delta States,State,1999,910
Southern Plains,Pasture,Southern Plains,Region,1999,533
Oklahoma,Pasture,Southern Plains,State,1999,410
Texas,Pasture,Southern Plains,State,1999,560
Mountain,Pasture,Mountain,Region,1999,233
Arizona,Pasture,Mountain,State,1999,340
Colorado,Pasture,Mountain,State,1999,340
Idaho,Pasture,Mountain,State,1999,780
Montana,Pasture,Mountain,State,1999,200
Nevada,Pasture,Mountain,State,1999,250
New Mexico,Pasture,Mountain,State,1999,155
Utah,Pasture,Mountain,State,1999,400
Wyoming,Pasture,Mountain,State,1999,150
Pacific,Pasture,Pacific,Region,1999,729
California,Pasture,Pacific,State,1999,1050
Oregon,Pasture,Pacific,State,1999,400
Washington,Pasture,Pacific,State,1999,540
United States,Pasture,Continental U.S.,Region,1999,503
Northeast,Pasture,Northeast,Region,2000,1890
Maryland,Pasture,Northeast,State,2000,3400
New Jersey,Pasture,Northeast,State,2000,9200
New York,Pasture,Northeast,State,2000,600
Pennsylvania,Pasture,Northeast,State,2000,1750
Other States,Pasture,Northeast,State,2000,3000
Lake,Pasture,Lake States,Region,2000,707
Michigan,Pasture,Lake States,State,2000,1150
Minnesota,Pasture,Lake States,State,2000,475
Wisconsin,Pasture,Lake States,State,2000,825
Corn Belt,Pasture,Corn Belt,Region,2000,927
Illinois,Pasture,Corn Belt,State,2000,1000
Indiana,Pasture,Corn Belt,State,2000,1400
Iowa,Pasture,Corn Belt,State,2000,700
Missouri,Pasture,Corn Belt,State,2000,840
Ohio,Pasture,Corn Belt,State,2000,1600
Northern Plains,Pasture,Northern Plains,Region,2000,230
Kansas,Pasture,Northern Plains,State,2000,380
Nebraska,Pasture,Northern Plains,State,2000,230
North Dakota,Pasture,Northern Plains,State,2000,155
South Dakota,Pasture,Northern Plains,State,2000,190
Appalachian,Pasture,Appalachian,Region,2000,1740
Kentucky,Pasture,Appalachian,State,2000,1380
North Carolina,Pasture,Appalachian,State,2000,2450
Tennessee,Pasture,Appalachian,State,2000,2050
Virginia,Pasture,Appalachian,State,2000,1900
West Virginia,Pasture,Appalachian,State,2000,980
Southeast,Pasture,Southeast,Region,2000,1640
Alabama,Pasture,Southeast,State,2000,1200
Florida,Pasture,Southeast,State,2000,1750
Georgia,Pasture,Southeast,State,2000,2050
South Carolina,Pasture,Southeast,State,2000,1530
Delta,Pasture,Delta States,Region,2000,1060
Arkansas,Pasture,Delta States,State,2000,1020
Louisiana,Pasture,Delta States,State,2000,1220
Mississippi,Pasture,Delta States,State,2000,990
Southern Plains,Pasture,Southern Plains,Region,2000,538
Oklahoma,Pasture,Southern Plains,State,2000,415
Texas,Pasture,Southern Plains,State,2000,565
Mountain,Pasture,Mountain,Region,2000,247
Arizona,Pasture,Mountain,State,2000,360
Colorado,Pasture,Mountain,State,2000,370
Idaho,Pasture,Mountain,State,2000,700
Montana,Pasture,Mountain,State,2000,225
Nevada,Pasture,Mountain,State,2000,240
New Mexico,Pasture,Mountain,State,2000,150
Utah,Pasture,Mountain,State,2000,420
Wyoming,Pasture,Mountain,State,2000,190
Pacific,Pasture,Pacific,Region,2000,797
California,Pasture,Pacific,State,2000,1200
Oregon,Pasture,Pacific,State,2000,420
Washington,Pasture,Pacific,State,2000,490
United States,Pasture,Continental U.S.,Region,2000,531
Northeast,Pasture,Northeast,Region,2001,1940
Maryland,Pasture,Northeast,State,2001,3450
New Jersey,Pasture,Northeast,State,2001,9500
New York,Pasture,Northeast,State,2001,640
Pennsylvania,Pasture,Northeast,State,2001,1750
Other States,Pasture,Northeast,State,2001,3230
Lake,Pasture,Lake States,Region,2001,802
Michigan,Pasture,Lake States,State,2001,1300
Minnesota,Pasture,Lake States,State,2001,525
Wisconsin,Pasture,Lake States,State,2001,950
Corn Belt,Pasture,Corn Belt,Region,2001,990
Illinois,Pasture,Corn Belt,State,2001,1010
Indiana,Pasture,Corn Belt,State,2001,1470
Iowa,Pasture,Corn Belt,State,2001,730
Missouri,Pasture,Corn Belt,State,2001,910
Ohio,Pasture,Corn Belt,State,2001,1750
Northern Plains,Pasture,Northern Plains,Region,2001,241
Kansas,Pasture,Northern Plains,State,2001,390
Nebraska,Pasture,Northern Plains,State,2001,240
North Dakota,Pasture,Northern Plains,State,2001,160
South Dakota,Pasture,Northern Plains,State,2001,200
Appalachian,Pasture,Appalachian,Region,2001,1820
Kentucky,Pasture,Appalachian,State,2001,1410
North Carolina,Pasture,Appalachian,State,2001,2640
Tennessee,Pasture,Appalachian,State,2001,2150
Virginia,Pasture,Appalachian,State,2001,2000
West Virginia,Pasture,Appalachian,State,2001,1060
Southeast,Pasture,Southeast,Region,2001,1760
Alabama,Pasture,Southeast,State,2001,1250
Florida,Pasture,Southeast,State,2001,1850
Georgia,Pasture,Southeast,State,2001,2280
South Carolina,Pasture,Southeast,State,2001,1630
Delta,Pasture,Delta States,Region,2001,1100
Arkansas,Pasture,Delta States,State,2001,1070
Louisiana,Pasture,Delta States,State,2001,1240
Mississippi,Pasture,Delta States,State,2001,1050
Southern Plains,Pasture,Southern Plains,Region,2001,556
Oklahoma,Pasture,Southern Plains,State,2001,425
Texas,Pasture,Southern Plains,State,2001,585
Mountain,Pasture,Mountain,Region,2001,257
Arizona,Pasture,Mountain,State,2001,400
Colorado,Pasture,Mountain,State,2001,390
Idaho,Pasture,Mountain,State,2001,700
Montana,Pasture,Mountain,State,2001,240
Nevada,Pasture,Mountain,State,2001,245
New Mexico,Pasture,Mountain,State,2001,150
Utah,Pasture,Mountain,State,2001,450
Wyoming,Pasture,Mountain,State,2001,200
Pacific,Pasture,Pacific,Region,2001,849
California,Pasture,Pacific,State,2001,1300
Oregon,Pasture,Pacific,State,2001,430
Washington,Pasture,Pacific,State,2001,500
United States,Pasture,Continental U.S.,Region,2001,557
Northeast,Pasture,Northeast,Region,2002,2090
Maryland,Pasture,Northeast,State,2002,3500
New Jersey,Pasture,Northeast,State,2002,9700
New York,Pasture,Northeast,State,2002,680
Pennsylvania,Pasture,Northeast,State,2002,1800
Other States,Pasture,Northeast,State,2002,3590
Lake,Pasture,Lake States,Region,2002,889
Michigan,Pasture,Lake States,State,2002,1450
Minnesota,Pasture,Lake States,State,2002,575
Wisconsin,Pasture,Lake States,State,2002,1050
Corn Belt,Pasture,Corn Belt,Region,2002,1050
Illinois,Pasture,Corn Belt,State,2002,1030
Indiana,Pasture,Corn Belt,State,2002,1560
Iowa,Pasture,Corn Belt,State,2002,760
Missouri,Pasture,Corn Belt,State,2002,980
Ohio,Pasture,Corn Belt,State,2002,1860
Northern Plains,Pasture,Northern Plains,Region,2002,249
Kansas,Pasture,Northern Plains,State,2002,400
Nebraska,Pasture,Northern Plains,State,2002,245
North Dakota,Pasture,Northern Plains,State,2002,165
South Dakota,Pasture,Northern Plains,State,2002,210
Appalachian,Pasture,Appalachian,Region,2002,1910
Kentucky,Pasture,Appalachian,State,2002,1440
North Carolina,Pasture,Appalachian,State,2002,2830
Tennessee,Pasture,Appalachian,State,2002,2250
Virginia,Pasture,Appalachian,State,2002,2100
West Virginia,Pasture,Appalachian,State,2002,1120
Southeast,Pasture,Southeast,Region,2002,1870
Alabama,Pasture,Southeast,State,2002,1300
Florida,Pasture,Southeast,State,2002,1950
Georgia,Pasture,Southeast,State,2002,2500
South Carolina,Pasture,Southeast,State,2002,1750
Delta,Pasture,Delta States,Region,2002,1170
Arkansas,Pasture,Delta States,State,2002,1150
Louisiana,Pasture,Delta States,State,2002,1270
Mississippi,Pasture,Delta States,State,2002,1130
Southern Plains,Pasture,Southern Plains,Region,2002,571
Oklahoma,Pasture,Southern Plains,State,2002,435
Texas,Pasture,Southern Plains,State,2002,600
Mountain,Pasture,Mountain,Region,2002,273
Arizona,Pasture,Mountain,State,2002,450
Colorado,Pasture,Mountain,State,2002,410
Idaho,Pasture,Mountain,State,2002,700
Montana,Pasture,Mountain,State,2002,255
Nevada,Pasture,Mountain,State,2002,250
New Mexico,Pasture,Mountain,State,2002,155
Utah,Pasture,Mountain,State,2002,475
Wyoming,Pasture,Mountain,State,2002,210
Pacific,Pasture,Pacific,Region,2002,901
California,Pasture,Pacific,State,2002,1400
Oregon,Pasture,Pacific,State,2002,440
Washington,Pasture,Pacific,State,2002,510
United States,Pasture,Continental U.S.,Region,2002,577
Northeast,Pasture,Northeast,Region,2003,2190
Maryland,Pasture,Northeast,State,2003,3650
New Jersey,Pasture,Northeast,State,2003,10000
New York,Pasture,Northeast,State,2003,720
Pennsylvania,Pasture,Northeast,State,2003,1850
Other States,Pasture,Northeast,State,2003,3880
Lake,Pasture,Lake States,Region,2003,953
Michigan,Pasture,Lake States,State,2003,1600
Minnesota,Pasture,Lake States,State,2003,625
Wisconsin,Pasture,Lake States,State,2003,1100
Corn Belt,Pasture,Corn Belt,Region,2003,1120
